"date","coin_name","symbol","open_price","close_price","high_price","low_price","volume","market_cap"
2019-05-18,Bitcoin,BTC,7341.6646,7271.208,7447.272,7251.5044,21354287104,128761724928
2019-05-19,Bitcoin,BTC,7267.963,8197.689,8261.941,7267.963,25902422016,145185079296
2019-05-20,Bitcoin,BTC,8196.924,7978.309,8200.968,7678.7817,23843403776,141315702784
2019-05-21,Bitcoin,BTC,7977.969,7963.3276,8062.168,7843.34,25127245824,141065568256
2019-05-22,Bitcoin,BTC,7956.292,7680.0664,7997.6123,7615.9873,24719472640,136063901696
2019-05-23,Bitcoin,BTC,7677.269,7881.8467,7943.7915,7533.197,24457107456,139654103040
2019-05-24,Bitcoin,BTC,7881.6953,7987.3716,8140.7197,7824.4487,25919127552,141539115008
2019-05-25,Bitcoin,BTC,7991.8853,8052.544,8117.926,7965.976,22256814080,142708195328
2019-05-26,Bitcoin,BTC,8055.206,8673.216,8687.5205,7924.6704,26677970944,153725485056
2019-05-27,Bitcoin,BTC,8674.072,8805.778,8907.175,8668.705,27949840384,156093759488
2019-05-28,Bitcoin,BTC,8802.758,8719.962,8807.017,8634.722,24226918400,154590199808
2019-05-29,Bitcoin,BTC,8718.592,8659.487,8755.853,8482.729,23473479680,153537052672
2019-05-30,Bitcoin,BTC,8661.761,8319.473,9008.314,8221.273,29246529536,147525140480
2019-05-31,Bitcoin,BTC,8320.286,8574.502,8586.659,8172.551,25365190656,152059887616
2019-06-01,Bitcoin,BTC,8573.84,8564.017,8625.601,8481.578,22488303616,151890214912
2019-06-02,Bitcoin,BTC,8565.474,8742.958,8809.304,8561.235,20266215424,155077230592
2019-06-03,Bitcoin,BTC,8741.747,8208.995,8743.5,8204.186,22004510720,145619042304
2019-06-04,Bitcoin,BTC,8210.985,7707.771,8210.985,7564.489,24609730560,136742789120
2019-06-05,Bitcoin,BTC,7704.3433,7824.2314,7901.849,7668.6685,21760923648,138824646656
2019-06-06,Bitcoin,BTC,7819.6333,7822.0234,7937.341,7571.471,19474610176,138800726016
2019-06-07,Bitcoin,BTC,7826.9014,8043.951,8126.1533,7788.3735,19141423104,142754693120
2019-06-08,Bitcoin,BTC,8036.775,7954.128,8076.891,7837.611,16522722304,141172834304
2019-06-09,Bitcoin,BTC,7949.675,7688.077,7975.974,7583.2197,16610726912,136465096704
2019-06-10,Bitcoin,BTC,7692.2847,8000.3296,8031.9097,7586.731,18689275904,142023344128
2019-06-11,Bitcoin,BTC,8004.2437,7927.7144,8026.394,7772.8037,17107279872,140748537856
2019-06-12,Bitcoin,BTC,7925.434,8145.8574,8196.648,7862.36,19034433536,144634691584
2019-06-13,Bitcoin,BTC,8145.5454,8230.924,8311.567,8087.061,18669406208,146160320512
2019-06-14,Bitcoin,BTC,8230.898,8693.833,8710.637,8183.393,19831162880,154398883840
2019-06-15,Bitcoin,BTC,8689.746,8838.375,8859.128,8618.3955,18371033088,156982132736
2019-06-16,Bitcoin,BTC,8841.44,8994.488,9335.867,8814.557,23348549632,159769427968
2019-06-17,Bitcoin,BTC,8988.924,9320.353,9416.407,8988.924,15562951680,165573378048
2019-06-18,Bitcoin,BTC,9335.467,9081.763,9348.374,9004.901,15848210432,161353629696
2019-06-19,Bitcoin,BTC,9078.728,9273.521,9299.621,9070.3955,15546810368,164780851200
2019-06-20,Bitcoin,BTC,9273.061,9527.16,9594.42,9232.484,17846822912,169304784896
2019-06-21,Bitcoin,BTC,9525.074,10144.557,10144.557,9525.074,20624009216,180293238784
2019-06-22,Bitcoin,BTC,10175.924,10701.691,11157.346,10107.035,29995204608,190214127616
2019-06-23,Bitcoin,BTC,10696.691,10855.371,11246.145,10556.096,20998326272,192970096640
2019-06-24,Bitcoin,BTC,10853.744,11011.103,11065.896,10610.428,19271653376,195762667520
2019-06-25,Bitcoin,BTC,11007.202,11790.917,11790.917,11007.202,24879683584,209647943680
2019-06-26,Bitcoin,BTC,11778.581,13016.231,13796.489,11755.598,45105733632,231462109184
2019-06-27,Bitcoin,BTC,13017.125,11182.807,13311.145,10491.853,39977476096,198878937088
2019-06-28,Bitcoin,BTC,11162.168,12407.332,12445.175,10914.495,35087757312,220681453568
2019-06-29,Bitcoin,BTC,12400.764,11959.371,12400.91,11508.379,29923960832,212739719168
2019-06-30,Bitcoin,BTC,11931.991,10817.155,12178.384,10799.009,27256473600,192442073088
2019-07-01,Bitcoin,BTC,10796.931,10583.135,11206.439,10089.314,29378588672,188297641984
2019-07-02,Bitcoin,BTC,10588.684,10801.678,10912.188,9737.885,31015895040,192206536704
2019-07-03,Bitcoin,BTC,10818.156,11961.27,11968.078,10818.156,30796494848,212867072000
2019-07-04,Bitcoin,BTC,11972.719,11215.4375,12006.075,11166.569,25920294912,199617396736
2019-07-05,Bitcoin,BTC,11203.103,10978.46,11395.661,10874.965,23838480384,195424681984
2019-07-06,Bitcoin,BTC,10982.544,11208.551,11620.965,10982.544,21092024320,199546109952
2019-07-07,Bitcoin,BTC,11217.616,11450.847,11541.62,11148.805,19369043968,203881889792
2019-07-08,Bitcoin,BTC,11446.597,12285.958,12345.833,11393.374,23482552320,218778353664
2019-07-09,Bitcoin,BTC,12284.326,12573.8125,12779.132,12233.262,28167921664,223928123392
2019-07-10,Bitcoin,BTC,12571.537,12156.513,13129.529,11710.979,33627574272,216516001792
2019-07-11,Bitcoin,BTC,12139.714,11358.662,12144.623,11158.923,28595326976,202324180992
2019-07-12,Bitcoin,BTC,11354.3,11815.986,11905.487,11179.145,23534692352,210494423040
2019-07-13,Bitcoin,BTC,11813.127,11392.379,11841.957,10908.4795,21042616320,202968186880
2019-07-14,Bitcoin,BTC,11381.0205,10256.059,11451.204,10234.576,22485999616,182741925888
2019-07-15,Bitcoin,BTC,10257.839,10895.09,11052.767,9992.007,25384046592,194147631104
2019-07-16,Bitcoin,BTC,10896.653,9477.642,10996.633,9448.106,24151199744,168908636160
2019-07-17,Bitcoin,BTC,9471.214,9693.803,9963.135,9163.135,24569921536,172777242624
2019-07-18,Bitcoin,BTC,9698.503,10666.482,10736.843,9376.799,25187024896,190129913856
2019-07-19,Bitcoin,BTC,10653.956,10530.732,10716.98,10229.629,20727427072,187725578240
2019-07-20,Bitcoin,BTC,10525.819,10767.14,11048.662,10451.276,20206614528,191963693056
2019-07-21,Bitcoin,BTC,10777.529,10599.105,10841.888,10389.6,17130579968,188987473920
2019-07-22,Bitcoin,BTC,10596.948,10343.106,10651.791,10154.922,16334414848,184443437056
2019-07-23,Bitcoin,BTC,10346.748,9900.768,10346.748,9883.595,17851916288,176572891136
2019-07-24,Bitcoin,BTC,9887.73,9811.926,9908.797,9614.307,17398734848,175005761536
2019-07-25,Bitcoin,BTC,9809.097,9911.842,10154.254,9773.957,15821952000,176806445056
2019-07-26,Bitcoin,BTC,9913.127,9870.304,9916.518,9717.982,14495714304,176085975040
2019-07-27,Bitcoin,BTC,9871.165,9477.678,10167.32,9411.521,16817809408,169099542528
2019-07-28,Bitcoin,BTC,9491.627,9552.86,9575.545,9252.297,13738687488,170461954048
2019-07-29,Bitcoin,BTC,9548.179,9519.1455,9681.648,9472.948,13791444992,169880338432
2019-07-30,Bitcoin,BTC,9522.329,9607.424,9701.76,9437.336,13829811200,171472453632
2019-07-31,Bitcoin,BTC,9604.051,10085.628,10085.628,9598.098,16631520256,180028964864
2019-08-01,Bitcoin,BTC,10077.442,10399.669,10446.92,9922.02,17165337600,185653198848
2019-08-02,Bitcoin,BTC,10402.043,10518.175,10657.953,10371.014,17489094656,187791097856
2019-08-03,Bitcoin,BTC,10519.278,10821.727,10946.781,10503.505,15352685568,193233960960
2019-08-04,Bitcoin,BTC,10821.633,10970.185,11009.207,10620.278,16530894848,195907878912
2019-08-05,Bitcoin,BTC,10960.735,11805.653,11895.092,10960.735,23875989504,210848825344
2019-08-06,Bitcoin,BTC,11811.545,11478.169,12273.821,11290.731,23635107840,205023346688
2019-08-07,Bitcoin,BTC,11476.193,11941.969,12036.99,11433.701,22194989056,213330427904
2019-08-08,Bitcoin,BTC,11954.04,11966.407,11979.42,11556.168,19481591808,213788082176
2019-08-09,Bitcoin,BTC,11953.47,11862.937,11970.458,11709.745,18339989504,211961315328
2019-08-10,Bitcoin,BTC,11861.557,11354.024,11915.655,11323.898,18125355008,202890018816
2019-08-11,Bitcoin,BTC,11349.74,11523.579,11523.579,11248.295,15774371840,205941637120
2019-08-12,Bitcoin,BTC,11528.189,11382.616,11528.189,11320.951,13647198208,203441487872
2019-08-13,Bitcoin,BTC,11385.053,10895.83,11420.05,10830.327,16681503744,194762702848
2019-08-14,Bitcoin,BTC,10889.487,10051.704,10889.557,10028.136,19990839296,179692797952
2019-08-15,Bitcoin,BTC,10038.422,10311.546,10437.411,9675.316,22899116032,184357666816
2019-08-16,Bitcoin,BTC,10319.42,10374.339,10524.35,9855.479,20228206592,185500057600
2019-08-17,Bitcoin,BTC,10358.723,10231.744,10452.625,10086.698,13778035712,182966861824
2019-08-18,Bitcoin,BTC,10233.006,10345.811,10487.07,10119.095,12999814144,185022922752
2019-08-19,Bitcoin,BTC,10350.283,10916.054,10916.054,10313.204,16038264832,195243311104
2019-08-20,Bitcoin,BTC,10916.347,10763.232,10947.042,10618.961,15053082624,192530284544
2019-08-21,Bitcoin,BTC,10764.572,10138.05,10798.7295,9962.722,19473084416,181364506624
2019-08-22,Bitcoin,BTC,10142.521,10131.056,10232.996,9831.463,17097508864,181257125888
2019-08-23,Bitcoin,BTC,10136.31,10407.965,10442.443,10078.192,15627024384,186231406592
2019-08-24,Bitcoin,BTC,10407.645,10159.961,10418.0205,9982.297,15451030528,181813624832
2019-08-25,Bitcoin,BTC,10160.737,10138.518,10304.622,10008.789,14153857024,181450178560
2019-08-26,Bitcoin,BTC,10126.3,10370.82,10512.328,10126.3,18438653952,185625231360
2019-08-27,Bitcoin,BTC,10372.826,10185.5,10381.328,10087.301,14762609664,182325542912
2019-08-28,Bitcoin,BTC,10203.427,9754.423,10279.366,9716.656,17603790848,174627454976
2019-08-29,Bitcoin,BTC,9756.786,9510.2,9756.786,9421.63,17045878784,170274914304
2019-08-30,Bitcoin,BTC,9514.845,9598.174,9656.124,9428.303,13595264000,171869208576
2019-08-31,Bitcoin,BTC,9597.539,9630.664,9673.221,9531.8,11454806016,172470747136
2019-09-01,Bitcoin,BTC,9630.593,9757.971,9796.756,9582.944,11445355520,174768291840
2019-09-02,Bitcoin,BTC,9757.474,10346.761,10396.592,9730.65,17248102400,185333121024
2019-09-03,Bitcoin,BTC,10345.726,10623.54,10736.1045,10308.548,19384918016,190312480768
2019-09-04,Bitcoin,BTC,10621.181,10594.493,10762.645,10434.71,16742665216,189810016256
2019-09-05,Bitcoin,BTC,10588.184,10575.533,10627.27,10516.418,14551239680,189492412416
2019-09-06,Bitcoin,BTC,10578.198,10353.303,10898.762,10292.3,19536574464,185530400768
2019-09-07,Bitcoin,BTC,10353.932,10517.255,10558.674,10348.919,15307366400,188488531968
2019-09-08,Bitcoin,BTC,10518.114,10441.276,10595.638,10409.091,13670567936,187150073856
2019-09-09,Bitcoin,BTC,10443.229,10334.975,10450.312,10144.93,17595942912,185263570944
2019-09-10,Bitcoin,BTC,10336.408,10115.976,10394.354,10020.573,14906809344,181360738304
2019-09-11,Bitcoin,BTC,10123.035,10178.372,10215.948,9980.776,15428063232,182502785024
2019-09-12,Bitcoin,BTC,10176.819,10410.127,10442.254,10099.242,15323564032,186678935552
2019-09-13,Bitcoin,BTC,10415.362,10360.547,10441.489,10226.597,14109864960,185809158144
2019-09-14,Bitcoin,BTC,10345.403,10358.049,10422.134,10291.694,13468712960,185784303616
2019-09-15,Bitcoin,BTC,10356.466,10347.713,10387.035,10313.093,12043433984,185618169856
2019-09-16,Bitcoin,BTC,10347.223,10276.794,10386.867,10189.744,15160167424,184366825472
2019-09-17,Bitcoin,BTC,10281.514,10241.272,10296.771,10199.739,15304603648,183748509696
2019-09-18,Bitcoin,BTC,10247.796,10198.248,10275.929,10191.47,16169269248,182998892544
2019-09-19,Bitcoin,BTC,10200.496,10266.415,10295.669,9851.692,19937691648,184240947200
2019-09-20,Bitcoin,BTC,10266.318,10181.642,10285.872,10132.187,14734189568,182738944000
2019-09-21,Bitcoin,BTC,10183.648,10019.717,10188.098,10000.708,13425266688,179853279232
2019-09-22,Bitcoin,BTC,10024.115,10070.393,10074.444,9922.533,13199651840,180784054272
2019-09-23,Bitcoin,BTC,10067.963,9729.324,10074.238,9727.144,15144925184,174674558976
2019-09-24,Bitcoin,BTC,9729.321,8620.566,9804.317,8370.802,25002887168,154785824768
2019-09-25,Bitcoin,BTC,8603.429,8486.993,8744.828,8325.396,21744728064,152404000768
2019-09-26,Bitcoin,BTC,8487.67,8118.968,8515.686,7895.6294,19258206208,145812488192
2019-09-27,Bitcoin,BTC,8113.101,8251.846,8271.5205,7965.923,16408941568,148212629504
2019-09-28,Bitcoin,BTC,8251.273,8245.915,8285.617,8125.4316,14141152256,148122501120
2019-09-29,Bitcoin,BTC,8246.037,8104.1855,8261.707,7990.497,13034629120,145590370304
2019-09-30,Bitcoin,BTC,8104.2266,8293.868,8314.231,7830.759,17115473920,149011562496
2019-10-01,Bitcoin,BTC,8299.721,8343.276,8497.692,8232.68,15305342976,149913976832
2019-10-02,Bitcoin,BTC,8344.213,8393.042,8393.042,8227.695,13125712896,150823796736
2019-10-03,Bitcoin,BTC,8390.774,8259.992,8414.228,8146.437,13668823040,148448165888
2019-10-04,Bitcoin,BTC,8259.494,8205.939,8260.056,8151.237,13139456000,147491799040
2019-10-05,Bitcoin,BTC,8210.149,8151.5005,8215.526,8071.1206,12200497152,146529222656
2019-10-06,Bitcoin,BTC,8149.877,7988.156,8161.41,7958.8506,13160829952,143607676928
2019-10-07,Bitcoin,BTC,7989.1206,8245.623,8308.45,7905.766,18009743360,148252590080
2019-10-08,Bitcoin,BTC,8246.85,8228.783,8332.715,8185.763,15592263680,147966066688
2019-10-09,Bitcoin,BTC,8229.841,8595.74,8627.706,8169.299,19384942592,154579648512
2019-10-10,Bitcoin,BTC,8585.28,8586.474,8625.272,8471.934,17618661376,154430521344
2019-10-11,Bitcoin,BTC,8585.263,8321.757,8721.78,8316.182,19604381696,149685616640
2019-10-12,Bitcoin,BTC,8315.665,8336.556,8415.242,8313.341,14532641792,149965766656
2019-10-13,Bitcoin,BTC,8336.902,8321.006,8470.988,8276.612,13808285696,149700820992
2019-10-14,Bitcoin,BTC,8320.832,8374.687,8390.209,8284.131,15151387648,150680502272
2019-10-15,Bitcoin,BTC,8373.458,8205.369,8410.715,8182.7065,15220412416,147650084864
2019-10-16,Bitcoin,BTC,8204.675,8047.527,8216.8125,7985.09,16071647232,144823992320
2019-10-17,Bitcoin,BTC,8047.8125,8103.911,8134.8315,8000.943,14313052160,145853988864
2019-10-18,Bitcoin,BTC,8100.9336,7973.2075,8138.4136,7902.164,15651592192,143517630464
2019-10-19,Bitcoin,BTC,7973.8037,7988.5605,8082.6294,7944.777,13797825536,143808167936
2019-10-20,Bitcoin,BTC,7997.807,8222.078,8281.818,7949.4395,15504249856,148026589184
2019-10-21,Bitcoin,BTC,8225.115,8243.721,8296.694,8196.416,15868748800,148432732160
2019-10-22,Bitcoin,BTC,8243.402,8078.203,8296.651,8074.463,16803378176,145469652992
2019-10-23,Bitcoin,BTC,8076.2285,7514.672,8092.9995,7469.3228,21942878208,135337361408
2019-10-24,Bitcoin,BTC,7509.728,7493.489,7532.8677,7446.989,16268708864,134968410112
2019-10-25,Bitcoin,BTC,7490.703,8660.7,8691.54,7479.9844,28705064960,156006596608
2019-10-26,Bitcoin,BTC,8667.577,9244.973,10021.744,8662.622,44496257024,166547357696
2019-10-27,Bitcoin,BTC,9241.707,9551.715,9749.529,9112.542,32593129472,172087033856
2019-10-28,Bitcoin,BTC,9565.102,9256.148,9805.118,9256.148,30948255744,166777389056
2019-10-29,Bitcoin,BTC,9248.44,9427.6875,9516.181,9232.648,28426780672,169883860992
2019-10-30,Bitcoin,BTC,9422.463,9205.727,9426.874,9085.37,27706531840,165899501568
2019-10-31,Bitcoin,BTC,9202.458,9199.585,9383.161,9028.718,26583654400,165804228608
2019-11-01,Bitcoin,BTC,9193.992,9261.1045,9275.657,9132.048,24324691968,166928039936
2019-11-02,Bitcoin,BTC,9259.783,9324.718,9377.486,9249.588,21242677248,168090386432
2019-11-03,Bitcoin,BTC,9324.787,9235.3545,9379.807,9141.252,21132220416,166495322112
2019-11-04,Bitcoin,BTC,9235.607,9412.612,9505.052,9191.485,26170255360,169706340352
2019-11-05,Bitcoin,BTC,9413.005,9342.527,9457.418,9256.932,26198609920,168459780096
2019-11-06,Bitcoin,BTC,9340.864,9360.88,9423.237,9305.909,23133896704,168806154240
2019-11-07,Bitcoin,BTC,9352.394,9267.562,9368.477,9202.354,22700384256,167138721792
2019-11-08,Bitcoin,BTC,9265.368,8804.881,9272.76,8775.534,24333037568,158808571904
2019-11-09,Bitcoin,BTC,8809.469,8813.582,8891.818,8793.163,17578631168,158981488640
2019-11-10,Bitcoin,BTC,8812.489,9055.526,9103.826,8806.162,20587919360,163364405248
2019-11-11,Bitcoin,BTC,9056.918,8757.788,9081.279,8700.608,20265510912,158009769984
2019-11-12,Bitcoin,BTC,8759.752,8815.662,8853.769,8685.428,20309768192,159068717056
2019-11-13,Bitcoin,BTC,8812.033,8808.263,8836.842,8761.651,17545754624,158949949440
2019-11-14,Bitcoin,BTC,8811.937,8708.095,8826.943,8692.552,19084740608,157160980480
2019-11-15,Bitcoin,BTC,8705.708,8491.992,8730.873,8484.844,21796855808,153277480960
2019-11-16,Bitcoin,BTC,8491.166,8550.761,8591.997,8473.974,16495389696,154354057216
2019-11-17,Bitcoin,BTC,8549.471,8577.976,8727.789,8500.968,18668638208,154861846528
2019-11-18,Bitcoin,BTC,8573.98,8309.286,8653.28,8273.573,21579470848,150025715712
2019-11-19,Bitcoin,BTC,8305.135,8206.1455,8408.517,8099.9634,21083613184,148178370560
2019-11-20,Bitcoin,BTC,8203.613,8027.268,8237.24,8010.5117,20764301312,144962732032
2019-11-21,Bitcoin,BTC,8023.6445,7642.75,8110.098,7597.382,22514243584,138031890432
2019-11-22,Bitcoin,BTC,7643.5693,7296.5776,7697.383,6936.7065,34242316288,131791781888
2019-11-23,Bitcoin,BTC,7296.1646,7397.797,7442.259,7151.418,21008924672,133636202496
2019-11-24,Bitcoin,BTC,7398.634,7047.917,7408.577,7029.289,30433517568,127327395840
2019-11-25,Bitcoin,BTC,7039.977,7146.134,7319.857,6617.167,42685231104,129112956928
2019-11-26,Bitcoin,BTC,7145.159,7218.371,7320.2305,7098.5723,21129504768,130429018112
2019-11-27,Bitcoin,BTC,7220.881,7531.6636,7619.6934,6974.1743,23991412736,136102715392
2019-11-28,Bitcoin,BTC,7536.8203,7463.106,7730.0728,7454.1216,19050117120,134879412224
2019-11-29,Bitcoin,BTC,7466.727,7761.2437,7781.1797,7460.7563,19709696000,140280102912
2019-11-30,Bitcoin,BTC,7764.057,7569.63,7836.102,7515.8496,17158195200,136829394944
2019-12-01,Bitcoin,BTC,7571.616,7424.2925,7571.616,7291.342,18720708608,134215147520
2019-12-02,Bitcoin,BTC,7424.036,7321.9883,7474.819,7233.3994,17082040320,132378984448
2019-12-03,Bitcoin,BTC,7323.9756,7320.1455,7418.859,7229.357,14797486080,132359946240
2019-12-04,Bitcoin,BTC,7320.125,7252.0347,7539.7847,7170.923,21664241664,131143073792
2019-12-05,Bitcoin,BTC,7253.2417,7448.3076,7743.4316,7232.677,18816086016,134706454528
2019-12-06,Bitcoin,BTC,7450.5615,7546.9966,7546.9966,7392.1753,18104465408,136504885248
2019-12-07,Bitcoin,BTC,7547.2656,7556.238,7589.9517,7525.7114,15453520896,136686772224
2019-12-08,Bitcoin,BTC,7551.339,7564.345,7634.6064,7476.0913,15409907712,136847417344
2019-12-09,Bitcoin,BTC,7561.7954,7400.8994,7618.092,7365.9854,17872021504,133904007168
2019-12-10,Bitcoin,BTC,7397.1343,7278.1196,7424.023,7246.044,18249031680,131696123904
2019-12-11,Bitcoin,BTC,7277.1978,7217.4272,7324.1562,7195.5273,16350490624,130609897472
2019-12-12,Bitcoin,BTC,7216.739,7243.1343,7266.6396,7164.741,18927079424,131087147008
2019-12-13,Bitcoin,BTC,7244.662,7269.6846,7293.5605,7227.1226,17125736448,131581378560
2019-12-14,Bitcoin,BTC,7268.903,7124.674,7308.8364,7097.209,17137030144,128970219520
2019-12-15,Bitcoin,BTC,7124.2397,7152.302,7181.0757,6924.376,16881129472,129481424896
2019-12-16,Bitcoin,BTC,7153.663,6932.4805,7171.169,6903.6826,20213266432,125515587584
2019-12-17,Bitcoin,BTC,6931.3154,6640.515,6964.075,6587.974,22363803648,120234246144
2019-12-18,Bitcoin,BTC,6647.698,7276.8027,7324.985,6540.0493,31836522496,131754967040
2019-12-19,Bitcoin,BTC,7277.591,7202.844,7346.6025,7041.382,25904605184,130445762560
2019-12-20,Bitcoin,BTC,7208.6367,7218.8164,7257.922,7086.124,22633816064,130752798720
2019-12-21,Bitcoin,BTC,7220.5938,7191.1587,7223.226,7112.736,19312551936,130267652096
2019-12-22,Bitcoin,BTC,7191.1885,7511.589,7518.033,7167.179,23134537728,136088018944
2019-12-23,Bitcoin,BTC,7508.9023,7355.6284,7656.1763,7326.1924,27831787520,133275705344
2019-12-24,Bitcoin,BTC,7354.393,7322.532,7535.717,7269.529,22991622144,132687585280
2019-12-25,Bitcoin,BTC,7325.756,7275.156,7357.02,7220.991,21559504896,131840638976
2019-12-26,Bitcoin,BTC,7274.7993,7238.967,7388.3027,7200.3867,22787010560,131200032768
2019-12-27,Bitcoin,BTC,7238.141,7290.0884,7363.5293,7189.934,22777360384,132139499520
2019-12-28,Bitcoin,BTC,7289.0312,7317.99,7399.041,7286.9053,21365673984,132659060736
2019-12-29,Bitcoin,BTC,7317.6475,7422.653,7513.948,7279.865,22445256704,134570835968
2019-12-30,Bitcoin,BTC,7420.273,7292.995,7454.824,7276.308,22874132480,132235124736
2019-12-31,Bitcoin,BTC,7294.439,7193.599,7335.29,7169.778,21167945728,130446114816
2020-01-01,Bitcoin,BTC,7194.892,7200.1743,7254.3306,7174.9443,18565664768,130580832256
2020-01-02,Bitcoin,BTC,7202.5513,6985.47,7212.1553,6935.27,20802082816,126699397120
2020-01-03,Bitcoin,BTC,6984.4287,7344.8843,7413.7153,6914.996,28111480832,133233442816
2020-01-04,Bitcoin,BTC,7345.3755,7410.6567,7427.3857,7309.514,18444271616,134442467328
2020-01-05,Bitcoin,BTC,7410.4517,7411.3174,7544.497,7400.5356,19725074432,134469550080
2020-01-06,Bitcoin,BTC,7410.452,7769.219,7781.867,7409.293,23276261376,140976455680
2020-01-07,Bitcoin,BTC,7768.682,8163.6924,8178.216,7768.2275,28767291392,148152238080
2020-01-08,Bitcoin,BTC,8161.9355,8079.863,8396.738,7956.7744,31672559616,146645155840
2020-01-09,Bitcoin,BTC,8082.296,7879.0713,8082.296,7842.404,24045989888,143016574976
2020-01-10,Bitcoin,BTC,7878.3076,8166.554,8166.554,7726.775,28714584064,148249903104
2020-01-11,Bitcoin,BTC,8162.191,8037.5376,8218.359,8029.642,25521164288,145924194304
2020-01-12,Bitcoin,BTC,8033.2617,8192.494,8200.063,8009.059,22903439360,148752957440
2020-01-13,Bitcoin,BTC,8189.772,8144.1943,8197.788,8079.7007,22482911232,147890520064
2020-01-14,Bitcoin,BTC,8140.933,8827.765,8879.512,8140.933,44841783296,160319488000
2020-01-15,Bitcoin,BTC,8825.344,8807.011,8890.117,8657.1875,40102834176,159959187456
2020-01-16,Bitcoin,BTC,8812.481,8723.786,8846.461,8612.096,31313981440,158465048576
2020-01-17,Bitcoin,BTC,8725.21,8929.038,8958.122,8677.316,36372140032,162211151872
2020-01-18,Bitcoin,BTC,8927.212,8942.809,9012.198,8827.332,32337772544,162475966464
2020-01-19,Bitcoin,BTC,8941.445,8706.245,9164.362,8620.08,34217320448,158194319360
2020-01-20,Bitcoin,BTC,8704.632,8657.643,8745.591,8560.474,26422376448,157327556608
2020-01-21,Bitcoin,BTC,8658.991,8745.895,8755.706,8544.5205,24097419264,158947999744
2020-01-22,Bitcoin,BTC,8744.211,8680.876,8792.994,8636.747,22600204288,157783277568
2020-01-23,Bitcoin,BTC,8680.65,8406.516,8687.747,8333.638,25770680320,152813322240
2020-01-24,Bitcoin,BTC,8405.567,8445.435,8514.667,8266.841,24397912064,153536823296
2020-01-25,Bitcoin,BTC,8440.119,8367.848,8458.453,8296.219,19647332352,152143265792
2020-01-26,Bitcoin,BTC,8364.41,8596.83,8602.401,8325.498,22177679360,156322168832
2020-01-27,Bitcoin,BTC,8597.309,8909.819,8977.727,8597.309,28647337984,162027962368
2020-01-28,Bitcoin,BTC,8912.524,9358.59,9358.59,8908.447,34398744576,170205609984
2020-01-29,Bitcoin,BTC,9357.471,9316.63,9406.432,9269.468,30682597376,169460989952
2020-01-30,Bitcoin,BTC,9316.017,9508.993,9553.126,9230.897,32378791936,172978585600
2020-01-31,Bitcoin,BTC,9508.313,9350.529,9521.706,9230.776,29432489984,170112778240
2020-02-01,Bitcoin,BTC,9346.357,9392.875,9439.323,9313.239,25922656256,170900668416
2020-02-02,Bitcoin,BTC,9389.82,9344.365,9468.798,9217.824,30835736576,170034970624
2020-02-03,Bitcoin,BTC,9344.684,9293.521,9540.372,9248.634,30934095872,169126854656
2020-02-04,Bitcoin,BTC,9292.842,9180.963,9331.266,9112.812,29893183488,167093633024
2020-02-05,Bitcoin,BTC,9183.416,9613.424,9701.3,9163.704,35222061056,174983430144
2020-02-06,Bitcoin,BTC,9617.821,9729.802,9824.619,9539.818,37628825600,177118281728
2020-02-07,Bitcoin,BTC,9726.003,9795.943,9834.717,9726.003,34522718208,178339430400
2020-02-08,Bitcoin,BTC,9793.07,9865.119,9876.749,9678.91,35172044800,179615825920
2020-02-09,Bitcoin,BTC,9863.895,10116.674,10129.436,9850.393,35807883264,184214765568
2020-02-10,Bitcoin,BTC,10115.56,9856.611,10165.766,9784.563,39386546176,179494813696
2020-02-11,Bitcoin,BTC,9855.892,10208.236,10210.053,9729.335,37648060416,185917112320
2020-02-12,Bitcoin,BTC,10202.388,10326.055,10393.611,10202.388,43444301824,188081209344
2020-02-13,Bitcoin,BTC,10323.961,10214.38,10457.627,10116.161,49356070912,186065010688
2020-02-14,Bitcoin,BTC,10211.551,10312.116,10321.996,10125.534,43338264576,187862646784
2020-02-15,Bitcoin,BTC,10313.856,9889.425,10341.556,9874.428,43865055232,180179992576
2020-02-16,Bitcoin,BTC,9889.18,9934.434,10053.969,9722.387,43374780416,181017657344
2020-02-17,Bitcoin,BTC,9936.561,9690.143,9938.815,9507.638,45998297088,176585277440
2020-02-18,Bitcoin,BTC,9691.23,10141.996,10161.936,9632.383,47271022592,184838520832
2020-02-19,Bitcoin,BTC,10143.799,9633.387,10191.676,9611.224,46992019456,175585935360
2020-02-20,Bitcoin,BTC,9629.325,9608.476,9643.217,9507.9,44925259776,175147139072
2020-02-21,Bitcoin,BTC,9611.782,9686.441,9723.015,9589.743,40930545664,176587079680
2020-02-22,Bitcoin,BTC,9687.707,9663.182,9698.231,9600.729,35838025728,176180690944
2020-02-23,Bitcoin,BTC,9663.318,9924.516,9937.404,9657.791,41185185792,180963229696
2020-02-24,Bitcoin,BTC,9921.583,9650.175,9951.746,9537.043,45080498176,175977807872
2020-02-25,Bitcoin,BTC,9651.3125,9341.705,9652.737,9305.021,42515259392,170369581056
2020-02-26,Bitcoin,BTC,9338.29,8820.522,9354.778,8704.427,50420051968,160879493120
2020-02-27,Bitcoin,BTC,8825.094,8784.494,8932.893,8577.199,45470195712,160238501888
2020-02-28,Bitcoin,BTC,8788.729,8672.455,8890.456,8492.933,44605452288,158211702784
